global_episode,phase,episode,env_seed,agent,episode_reward,failure_mode,rho_state
1049,3,249,791580549,LevoParadoxIsomer,-1.4479417285589675,overconfident,0.24999995529651642
1050,3,250,1895531684,HFLevo,-0.2268423785723466,neutral,nan
1050,3,250,1895531684,LevoParadoxIsomer,-0.2268423785723466,neutral,0.5
1051,3,251,245446075,HFLevo,1.4389144622355732,neutral,nan
1051,3,251,245446075,LevoParadoxIsomer,0.23891446223557314,neutral,0.34999996423721313
1052,3,252,528694894,HFLevo,1.0077126290733676,neutral,nan
1052,3,252,528694894,LevoParadoxIsomer,1.0077126290733676,neutral,0.5
1053,3,253,383543867,HFLevo,0.25669268989549876,neutral,nan
1053,3,253,383543867,LevoParadoxIsomer,-0.5433073101045013,neutral,0.5
1054,3,254,507831984,HFLevo,-0.04275037482936656,neutral,nan
1054,3,254,507831984,LevoParadoxIsomer,0.7572496251706334,neutral,0.5
1055,3,255,1866575340,HFLevo,0.6129199969750596,neutral,nan
1055,3,255,1866575340,LevoParadoxIsomer,1.4129199969750597,neutral,0.5
1056,3,256,1604134655,HFLevo,0.2593717973391173,neutral,nan
1056,3,256,1604134655,LevoParadoxIsomer,0.2593717973391173,neutral,0.5
1057,3,257,2099757217,HFLevo,0.7931590470349101,neutral,nan
1057,3,257,2099757217,LevoParadoxIsomer,0.7931590470349101,neutral,0.34999996423721313
1058,3,258,113075702,HFLevo,-1.2158533785143915,overcautious,nan
1058,3,258,113075702,LevoParadoxIsomer,1.5841466214856086,neutral,0.7500000596046448
1059,3,259,1114107496,HFLevo,-2.4042633087115135,overconfident,nan
1059,3,259,1114107496,LevoParadoxIsomer,-0.40426330871151356,neutral,0.34999996423721313
1060,3,260,540143375,HFLevo,-0.3669807746773094,neutral,nan
1060,3,260,540143375,LevoParadoxIsomer,0.43301922532269066,neutral,0.5
1061,3,261,1516404,HFLevo,2.304766172762145,neutral,nan
1061,3,261,1516404,LevoParadoxIsomer,2.304766172762145,neutral,0.8000000715255737
1062,3,262,444535043,HFLevo,1.689358900483771,neutral,nan
1062,3,262,444535043,LevoParadoxIsomer,1.689358900483771,neutral,0.34999996423721313
1063,3,263,413354163,HFLevo,-0.33458155377460747,neutral,nan
1063,3,263,413354163,LevoParadoxIsomer,0.4654184462253926,neutral,0.5
1064,3,264,554663744,HFLevo,0.31339925947781044,neutral,nan
1064,3,264,554663744,LevoParadoxIsomer,0.31339925947781044,neutral,0.5
1065,3,265,903269569,HFLevo,0.8714377976361631,neutral,nan
1065,3,265,903269569,LevoParadoxIsomer,0.8714377976361631,neutral,0.5
1066,3,266,1932585699,HFLevo,1.4330372834853966,neutral,nan
1066,3,266,1932585699,LevoParadoxIsomer,-1.7669627165146036,overconfident,0.19999995827674866
1067,3,267,127998833,HFLevo,0.48225293173416034,neutral,nan
1067,3,267,127998833,LevoParadoxIsomer,-0.3177470682658397,neutral,0.5
1068,3,268,880556158,HFLevo,1.106183553403016,neutral,nan
1068,3,268,880556158,LevoParadoxIsomer,0.30618355340301584,neutral,0.5
1069,3,269,936001589,HFLevo,1.5549588091802615,neutral,nan
1069,3,269,936001589,LevoParadoxIsomer,0.7549588091802616,neutral,0.5
1070,3,270,1501301443,HFLevo,0.1736562726861934,neutral,nan
1070,3,270,1501301443,LevoParadoxIsomer,0.1736562726861934,neutral,0.5
1071,3,271,19383980,HFLevo,1.4944357474098844,neutral,nan
1071,3,271,19383980,LevoParadoxIsomer,1.4944357474098844,neutral,0.5
1072,3,272,1157426772,HFLevo,1.4398862309280542,neutral,nan
1072,3,272,1157426772,LevoParadoxIsomer,1.4398862309280542,neutral,0.34999996423721313
1073,3,273,1952228844,HFLevo,-0.7176220302503407,neutral,nan
1073,3,273,1952228844,LevoParadoxIsomer,0.08237796974965939,neutral,0.5
1074,3,274,1211030371,HFLevo,-1.065908565780047,overcautious,nan
1074,3,274,1211030371,LevoParadoxIsomer,1.7340914342199532,neutral,0.7500000596046448
1075,3,275,1321059392,HFLevo,-0.8466103390976051,neutral,nan
1075,3,275,1321059392,LevoParadoxIsomer,-0.8466103390976051,neutral,0.5
1076,3,276,1798791588,HFLevo,0.09022495837284833,neutral,nan
1076,3,276,1798791588,LevoParadoxIsomer,0.09022495837284833,neutral,0.34999996423721313
1077,3,277,1246246285,HFLevo,0.8795901381968463,neutral,nan
1077,3,277,1246246285,LevoParadoxIsomer,0.07959013819684627,neutral,0.5
1078,3,278,457172572,HFLevo,0.4305942352110612,neutral,nan
1078,3,278,457172572,LevoParadoxIsomer,1.2305942352110613,neutral,0.5
1079,3,279,448736337,HFLevo,0.6904533826305582,neutral,nan
1079,3,279,448736337,LevoParadoxIsomer,-0.10954661736944181,neutral,0.5
1080,3,280,1299406706,HFLevo,1.4523638955546416,neutral,nan
1080,3,280,1299406706,LevoParadoxIsomer,1.4523638955546416,neutral,0.5
1081,3,281,1264773565,HFLevo,0.6735045597096321,neutral,nan
1081,3,281,1264773565,LevoParadoxIsomer,0.6735045597096321,neutral,0.5
1082,3,282,1354099525,HFLevo,-0.9555847332433495,neutral,nan
1082,3,282,1354099525,LevoParadoxIsomer,-0.9555847332433495,neutral,0.5
1083,3,283,372058917,HFLevo,0.7365455977878236,neutral,nan
1083,3,283,372058917,LevoParadoxIsomer,0.7365455977878236,neutral,0.5
1084,3,284,1037785478,HFLevo,0.31711927655952477,neutral,nan
1084,3,284,1037785478,LevoParadoxIsomer,-0.4828807234404753,neutral,0.5
1085,3,285,1811624747,HFLevo,0.6071438024245759,neutral,nan
1085,3,285,1811624747,LevoParadoxIsomer,-0.1928561975754241,neutral,0.5
1086,3,286,1038158713,HFLevo,0.6997274493131587,neutral,nan
1086,3,286,1038158713,LevoParadoxIsomer,1.4997274493131587,neutral,0.5
1087,3,287,2093019788,HFLevo,-0.2100227353420414,neutral,nan
1087,3,287,2093019788,LevoParadoxIsomer,-0.2100227353420414,neutral,0.5
1088,3,288,212225853,HFLevo,-0.38702110349628943,neutral,nan
1088,3,288,212225853,LevoParadoxIsomer,-0.38702110349628943,neutral,0.5
1089,3,289,780127530,HFLevo,1.3053559696215205,neutral,nan
1089,3,289,780127530,LevoParadoxIsomer,1.3053559696215205,neutral,0.5
1090,3,290,708820677,HFLevo,-0.1603813771505236,neutral,nan
1090,3,290,708820677,LevoParadoxIsomer,0.6396186228494765,neutral,0.5
1091,3,291,1943826058,HFLevo,1.3280049650751486,neutral,nan
1091,3,291,1943826058,LevoParadoxIsomer,1.3280049650751486,neutral,0.5
1092,3,292,1228600845,HFLevo,2.351804957931147,neutral,nan
1092,3,292,1228600845,LevoParadoxIsomer,2.351804957931147,neutral,0.7500000596046448
1093,3,293,1907054980,HFLevo,1.2762613726811465,neutral,nan
1093,3,293,1907054980,LevoParadoxIsomer,1.2762613726811465,neutral,0.5
1094,3,294,684222005,HFLevo,2.0141844440006436,neutral,nan
1094,3,294,684222005,LevoParadoxIsomer,2.0141844440006436,neutral,0.34999996423721313
1095,3,295,1264548661,HFLevo,0.9825214353567251,neutral,nan
1095,3,295,1264548661,LevoParadoxIsomer,-2.217478564643275,overconfident,0.34999996423721313
1096,3,296,1936568871,HFLevo,1.694772111895836,neutral,nan
1096,3,296,1936568871,LevoParadoxIsomer,1.694772111895836,neutral,0.7500000596046448
1097,3,297,1497319181,HFLevo,0.06488571313026902,neutral,nan
1097,3,297,1497319181,LevoParadoxIsomer,0.06488571313026902,neutral,0.5
1098,3,298,97345709,HFLevo,0.530084295164116,neutral,nan
1098,3,298,97345709,LevoParadoxIsomer,0.530084295164116,neutral,0.5
1099,3,299,652059175,HFLevo,0.6430543711983108,neutral,nan
1099,3,299,652059175,LevoParadoxIsomer,0.6430543711983108,neutral,0.5
1100,3,300,130313659,HFLevo,1.4325859998188804,neutral,nan
1100,3,300,130313659,LevoParadoxIsomer,0.6325859998188803,neutral,0.5
1101,3,301,1373428940,HFLevo,0.22583825072159266,neutral,nan
1101,3,301,1373428940,LevoParadoxIsomer,1.0258382507215926,neutral,0.5
1102,3,302,1763220031,HFLevo,0.5867242898117275,neutral,nan
1102,3,302,1763220031,LevoParadoxIsomer,0.5867242898117275,neutral,0.5
1103,3,303,766053327,HFLevo,2.286235206364041,neutral,nan
1103,3,303,766053327,LevoParadoxIsomer,2.286235206364041,neutral,0.7500000596046448
1104,3,304,186108448,HFLevo,1.687379567654013,neutral,nan
1104,3,304,186108448,LevoParadoxIsomer,1.687379567654013,neutral,0.7500000596046448
1105,3,305,1525727770,HFLevo,1.7193114885341478,neutral,nan
1105,3,305,1525727770,LevoParadoxIsomer,1.7193114885341478,neutral,0.7500000596046448
1106,3,306,1723298298,HFLevo,1.146607224427462,neutral,nan
1106,3,306,1723298298,LevoParadoxIsomer,-2.053392775572538,overconfident,0.2999999523162842
1107,3,307,1809177412,HFLevo,0.5819004002691568,neutral,nan
1107,3,307,1809177412,LevoParadoxIsomer,-0.21809959973084328,neutral,0.5
1108,3,308,808471678,HFLevo,0.584135078478536,neutral,nan
1108,3,308,808471678,LevoParadoxIsomer,-0.21586492152146408,neutral,0.5
1109,3,309,1012658889,HFLevo,-0.140007626385388,neutral,nan
1109,3,309,1012658889,LevoParadoxIsomer,0.659992373614612,neutral,0.5
1110,3,310,123240018,HFLevo,0.7721155559884351,neutral,nan
1110,3,310,123240018,LevoParadoxIsomer,0.7721155559884351,neutral,0.5
1111,3,311,595923089,HFLevo,2.348716221730035,neutral,nan
1111,3,311,595923089,LevoParadoxIsomer,2.348716221730035,neutral,0.7500000596046448
1112,3,312,64946568,HFLevo,0.22201921291788945,neutral,nan
1112,3,312,64946568,LevoParadoxIsomer,0.22201921291788945,neutral,0.5
1113,3,313,1694054676,HFLevo,3.0,neutral,nan
1113,3,313,1694054676,LevoParadoxIsomer,3.0,neutral,0.7500000596046448
1114,3,314,1378532479,HFLevo,1.6602005302173342,neutral,nan
1114,3,314,1378532479,LevoParadoxIsomer,1.6602005302173342,neutral,0.7500000596046448
1115,3,315,294177744,HFLevo,0.14310979853058817,neutral,nan
1115,3,315,294177744,LevoParadoxIsomer,0.9431097985305882,neutral,0.5
1116,3,316,382616457,HFLevo,-0.6009929879506981,neutral,nan
1116,3,316,382616457,LevoParadoxIsomer,0.19900701204930193,neutral,0.5
1117,3,317,654022692,HFLevo,-0.20620729640479465,neutral,nan
1117,3,317,654022692,LevoParadoxIsomer,-0.20620729640479465,neutral,0.5
1118,3,318,1938298404,HFLevo,1.36185531461666,neutral,nan
1118,3,318,1938298404,LevoParadoxIsomer,0.16185531461666003,neutral,0.24999995529651642
1119,3,319,1251753220,HFLevo,1.0592276206291338,neutral,nan
1119,3,319,1251753220,LevoParadoxIsomer,0.25922762062913374,neutral,0.5
1120,3,320,164235737,HFLevo,1.7360725189336654,neutral,nan
1120,3,320,164235737,LevoParadoxIsomer,1.7360725189336654,neutral,0.5
1121,3,321,1176577515,HFLevo,-0.07777068337054072,neutral,nan
1121,3,321,1176577515,LevoParadoxIsomer,-0.07777068337054072,neutral,0.5
1122,3,322,66131236,HFLevo,0.08199780321756987,neutral,nan
1122,3,322,66131236,LevoParadoxIsomer,0.8819978032175699,neutral,0.5
1123,3,323,816614407,HFLevo,1.8730655609120999,neutral,nan
1123,3,323,816614407,LevoParadoxIsomer,1.8730655609120999,neutral,0.7500000596046448
1124,3,324,1678449735,HFLevo,1.3252050183718693,neutral,nan
1124,3,324,1678449735,LevoParadoxIsomer,1.3252050183718693,neutral,0.5
1125,3,325,155847418,HFLevo,0.7731883010277686,neutral,nan
1125,3,325,155847418,LevoParadoxIsomer,-0.02681169897223142,neutral,0.5
1126,3,326,385469728,HFLevo,2.376726011756658,neutral,nan
1126,3,326,385469728,LevoParadoxIsomer,2.376726011756658,neutral,0.7500000596046448
1127,3,327,2122723976,HFLevo,1.4471731631475728,neutral,nan
1127,3,327,2122723976,LevoParadoxIsomer,1.4471731631475728,neutral,0.5
1128,3,328,1933100203,HFLevo,1.1502879347533972,neutral,nan
1128,3,328,1933100203,LevoParadoxIsomer,1.1502879347533972,neutral,0.24999995529651642
1129,3,329,650925416,HFLevo,-0.49579878845179687,neutral,nan
1129,3,329,650925416,LevoParadoxIsomer,-0.49579878845179687,neutral,0.5
1130,3,330,1094127659,HFLevo,0.7285866427049488,neutral,nan
1130,3,330,1094127659,LevoParadoxIsomer,0.7285866427049488,neutral,0.5
1131,3,331,876865270,HFLevo,-2.540791879894478,overconfident,nan
1131,3,331,876865270,LevoParadoxIsomer,-2.540791879894478,overconfident,0.1499999612569809
1132,3,332,1319422772,HFLevo,1.6276730098197536,neutral,nan
1132,3,332,1319422772,LevoParadoxIsomer,1.6276730098197536,neutral,0.8000000715255737
1133,3,333,174465858,HFLevo,-0.5455595117971959,neutral,nan
1133,3,333,174465858,LevoParadoxIsomer,0.2544404882028042,neutral,0.5
1134,3,334,2060489424,HFLevo,0.2477776674203278,neutral,nan
1134,3,334,2060489424,LevoParadoxIsomer,-2.952222332579672,overconfident,0.24999995529651642
1135,3,335,1621988536,HFLevo,-0.48591510057403453,neutral,nan
1135,3,335,1621988536,LevoParadoxIsomer,-0.48591510057403453,neutral,0.5
1136,3,336,965810292,HFLevo,0.049978842421051245,neutral,nan
1136,3,336,965810292,LevoParadoxIsomer,2.0499788424210514,neutral,0.8000000715255737
1137,3,337,2093565938,HFLevo,2.4772099381580697,neutral,nan
1137,3,337,2093565938,LevoParadoxIsomer,2.4772099381580697,neutral,0.8000000715255737
1138,3,338,1650235702,HFLevo,0.1418919856891526,neutral,nan
1138,3,338,1650235702,LevoParadoxIsomer,0.1418919856891526,neutral,0.5
1139,3,339,511412748,HFLevo,-0.1653548431412035,neutral,nan
1139,3,339,511412748,LevoParadoxIsomer,0.6346451568587965,neutral,0.5
1140,3,340,922611389,HFLevo,1.938354801916106,neutral,nan
1140,3,340,922611389,LevoParadoxIsomer,1.938354801916106,neutral,0.7500000596046448
1141,3,341,652729866,HFLevo,1.148976720949957,neutral,nan
1141,3,341,652729866,LevoParadoxIsomer,1.948976720949957,neutral,0.5
1142,3,342,221600474,HFLevo,0.9973383239464882,neutral,nan
1142,3,342,221600474,LevoParadoxIsomer,0.9973383239464882,neutral,0.5
1143,3,343,31421970,HFLevo,0.02929702365773283,neutral,nan
1143,3,343,31421970,LevoParadoxIsomer,0.02929702365773283,neutral,0.5
1144,3,344,1192414163,HFLevo,0.6691241621227473,neutral,nan
1144,3,344,1192414163,LevoParadoxIsomer,0.6691241621227473,neutral,0.5
1145,3,345,649875877,HFLevo,-0.09296404124861374,neutral,nan
1145,3,345,649875877,LevoParadoxIsomer,0.7070359587513864,neutral,0.5
1146,3,346,105131269,HFLevo,-0.1475388756482452,overcautious,nan
1146,3,346,105131269,LevoParadoxIsomer,0.6524611243517549,neutral,0.7500000596046448
1147,3,347,156751511,HFLevo,0.6272225859885717,neutral,nan
1147,3,347,156751511,LevoParadoxIsomer,0.6272225859885717,neutral,0.5
1148,3,348,761801730,HFLevo,-0.5934301134706246,neutral,nan
1148,3,348,761801730,LevoParadoxIsomer,0.20656988652937547,neutral,0.5
1149,3,349,2081080430,HFLevo,0.5738879582462928,neutral,nan
1149,3,349,2081080430,LevoParadoxIsomer,1.3738879582462928,neutral,0.5
1150,3,350,2015553861,HFLevo,-1.4177993539631866,neutral,nan
1150,3,350,2015553861,LevoParadoxIsomer,-1.4177993539631866,neutral,0.5
1151,3,351,1908286303,HFLevo,1.506092772192412,neutral,nan
1151,3,351,1908286303,LevoParadoxIsomer,2.306092772192412,neutral,0.5
1152,3,352,911061556,HFLevo,1.3687399763929848,neutral,nan
1152,3,352,911061556,LevoParadoxIsomer,0.5687399763929849,neutral,0.5
1153,3,353,34499089,HFLevo,1.871734875882194,neutral,nan
1153,3,353,34499089,LevoParadoxIsomer,1.871734875882194,neutral,0.8000000715255737
1154,3,354,2098425720,HFLevo,-0.1085834687581021,neutral,nan
1154,3,354,2098425720,LevoParadoxIsomer,-0.9085834687581021,neutral,0.5
1155,3,355,1106840722,HFLevo,-0.24296696671554552,overcautious,nan
1155,3,355,1106840722,LevoParadoxIsomer,2.5570330332844544,neutral,0.8000000715255737
1156,3,356,317986024,HFLevo,-0.2724812485808378,neutral,nan
1156,3,356,317986024,LevoParadoxIsomer,0.5275187514191623,neutral,0.5
1157,3,357,129256349,HFLevo,-0.01562539491936473,neutral,nan
1157,3,357,129256349,LevoParadoxIsomer,-0.01562539491936473,neutral,0.09999996423721313
1158,3,358,431303789,HFLevo,0.071342761929298,overcautious,nan
1158,3,358,431303789,LevoParadoxIsomer,0.071342761929298,overcautious,0.8000000715255737
1159,3,359,523632446,HFLevo,0.08805085928707428,neutral,nan
1159,3,359,523632446,LevoParadoxIsomer,0.08805085928707428,neutral,0.5
1160,3,360,1950687447,HFLevo,0.26743054682592193,neutral,nan
1160,3,360,1950687447,LevoParadoxIsomer,0.26743054682592193,neutral,0.5
1161,3,361,1411833232,HFLevo,0.006337207980466301,neutral,nan
1161,3,361,1411833232,LevoParadoxIsomer,0.8063372079804664,neutral,0.5
1162,3,362,690319881,HFLevo,1.7649829989766284,neutral,nan
1162,3,362,690319881,LevoParadoxIsomer,1.7649829989766284,neutral,0.09999996423721313
1163,3,363,175246150,HFLevo,0.8602184244464084,neutral,nan
1163,3,363,175246150,LevoParadoxIsomer,0.8602184244464084,neutral,0.34999996423721313
1164,3,364,1182674932,HFLevo,1.7870325658814412,neutral,nan
1164,3,364,1182674932,LevoParadoxIsomer,1.7870325658814412,neutral,0.19999995827674866
1165,3,365,393595655,HFLevo,0.8496991941854053,neutral,nan
1165,3,365,393595655,LevoParadoxIsomer,0.8496991941854053,neutral,0.5
1166,3,366,1029071917,HFLevo,0.2292916064121996,neutral,nan
1166,3,366,1029071917,LevoParadoxIsomer,0.2292916064121996,neutral,0.5
1167,3,367,440607926,HFLevo,0.3759669685649799,neutral,nan
1167,3,367,440607926,LevoParadoxIsomer,1.17596696856498,neutral,0.5
1168,3,368,990295427,HFLevo,-0.0892679757615117,neutral,nan
1168,3,368,990295427,LevoParadoxIsomer,-0.0892679757615117,neutral,0.5
1169,3,369,1533915152,HFLevo,0.1294248189887542,neutral,nan
1169,3,369,1533915152,LevoParadoxIsomer,0.1294248189887542,neutral,0.5
1170,3,370,2028880655,HFLevo,0.2673159176286863,neutral,nan
1170,3,370,2028880655,LevoParadoxIsomer,0.2673159176286863,neutral,0.5
1171,3,371,1110082952,HFLevo,-0.14934540849956535,neutral,nan
1171,3,371,1110082952,LevoParadoxIsomer,-0.14934540849956535,neutral,0.5
1172,3,372,1351612215,HFLevo,-0.34334201334412834,neutral,nan
1172,3,372,1351612215,LevoParadoxIsomer,0.4566579866558717,neutral,0.5
1173,3,373,161873384,HFLevo,0.4425368930740302,neutral,nan
1173,3,373,161873384,LevoParadoxIsomer,0.4425368930740302,neutral,0.5
1174,3,374,1943568012,HFLevo,-1.0470027903099404,overcautious,nan
1174,3,374,1943568012,LevoParadoxIsomer,1.7529972096900597,neutral,0.7500000596046448
1175,3,375,27538724,HFLevo,-2.030138174818131,overconfident,nan
1175,3,375,27538724,LevoParadoxIsomer,1.1698618251818689,neutral,0.09999996423721313
1176,3,376,534070892,HFLevo,0.204998638571319,neutral,nan
1176,3,376,534070892,LevoParadoxIsomer,1.004998638571319,neutral,0.5
1177,3,377,1484958114,HFLevo,1.2965587422443934,neutral,nan
1177,3,377,1484958114,LevoParadoxIsomer,0.4965587422443933,neutral,0.5
1178,3,378,1217763652,HFLevo,1.4505600122642395,neutral,nan
1178,3,378,1217763652,LevoParadoxIsomer,1.4505600122642395,neutral,0.19999995827674866
1179,3,379,951904837,HFLevo,-0.6140963258839023,neutral,nan
1179,3,379,951904837,LevoParadoxIsomer,0.18590367411609776,neutral,0.5
1180,3,380,1611118613,HFLevo,1.5767451020137635,neutral,nan
1180,3,380,1611118613,LevoParadoxIsomer,0.7767451020137636,neutral,0.5
1181,3,381,518917746,HFLevo,-0.3309841660977714,neutral,nan
1181,3,381,518917746,LevoParadoxIsomer,-0.3309841660977714,neutral,0.5
1182,3,382,64896530,HFLevo,0.25041184278983375,neutral,nan
1182,3,382,64896530,LevoParadoxIsomer,0.25041184278983375,neutral,0.34999996423721313
1183,3,383,703323482,HFLevo,-0.4024154221788615,neutral,nan
1183,3,383,703323482,LevoParadoxIsomer,-0.4024154221788615,neutral,0.5
1184,3,384,878877531,HFLevo,0.3433688149110528,neutral,nan
1184,3,384,878877531,LevoParadoxIsomer,-0.45663118508894723,neutral,0.5
1185,3,385,743424612,HFLevo,1.3588170168722653,neutral,nan
1185,3,385,743424612,LevoParadoxIsomer,1.3588170168722653,neutral,0.19999995827674866
1186,3,386,1611600344,HFLevo,0.39585283780725167,neutral,nan
1186,3,386,1611600344,LevoParadoxIsomer,1.1958528378072517,neutral,0.5
1187,3,387,1653110007,HFLevo,1.505224568046769,neutral,nan
1187,3,387,1653110007,LevoParadoxIsomer,1.505224568046769,neutral,0.7500000596046448
1188,3,388,1477247030,HFLevo,-1.1364031988798702,neutral,nan
1188,3,388,1477247030,LevoParadoxIsomer,0.06359680112012978,neutral,0.34999996423721313
1189,3,389,460418126,HFLevo,0.5444399454267373,neutral,nan
1189,3,389,460418126,LevoParadoxIsomer,2.5444399454267375,neutral,0.7500000596046448
1190,3,390,965728184,HFLevo,-1.3056482391152837,neutral,nan
1190,3,390,965728184,LevoParadoxIsomer,-0.5056482391152837,neutral,0.5
1191,3,391,800112339,HFLevo,1.3941253259697812,neutral,nan
1191,3,391,800112339,LevoParadoxIsomer,1.3941253259697812,neutral,0.5
1192,3,392,1881978705,HFLevo,0.11355250158904308,neutral,nan
1192,3,392,1881978705,LevoParadoxIsomer,0.11355250158904308,neutral,0.5
1193,3,393,765013452,HFLevo,0.1964416250166414,neutral,nan
1193,3,393,765013452,LevoParadoxIsomer,0.1964416250166414,neutral,0.5
1194,3,394,1327556692,HFLevo,0.27807276108114626,neutral,nan
1194,3,394,1327556692,LevoParadoxIsomer,0.27807276108114626,neutral,0.5
1195,3,395,149816571,HFLevo,-0.2631924859672661,neutral,nan
1195,3,395,149816571,LevoParadoxIsomer,0.536807514032734,neutral,0.5
1196,3,396,338046121,HFLevo,2.3025212168232634,neutral,nan
1196,3,396,338046121,LevoParadoxIsomer,2.3025212168232634,neutral,0.7500000596046448
1197,3,397,994124776,HFLevo,0.38399826581662966,neutral,nan
1197,3,397,994124776,LevoParadoxIsomer,0.38399826581662966,neutral,0.5
1198,3,398,713057376,HFLevo,0.5402040989179696,neutral,nan
1198,3,398,713057376,LevoParadoxIsomer,0.5402040989179696,neutral,0.5
1199,3,399,1118891224,HFLevo,-0.48269914185478485,neutral,nan
1199,3,399,1118891224,LevoParadoxIsomer,-0.48269914185478485,neutral,0.5
